DATAFLOW,LAST UPDATE,freq,unit,citizen,sex,age,decision,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Austria,2018,3620,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Austria,2019,1075,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Austria,2020,1050,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Austria,2021,2145,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Austria,2022,4815,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Austria,2023,8240,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,2012,1565,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,2013,2370,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,2014,1585,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,2015,1650,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,2016,3290,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,2017,2930,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,2018,1815,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,2019,975,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,2020,975,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,2021,885,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,2022,430,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,2023,415,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,2012,150,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,2013,2280,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,2014,1840,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,2015,890,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,2016,585,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,2017,895,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,2018,420,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,2019,265,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,2020,715,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,2021,1870,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,2022,4270,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,2023,5680,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,2012,505,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,2013,870,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,2014,2640,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,2015,2630,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,2016,1805,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,2017,1070,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,2018,1120,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,2019,970,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,2020,985,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,2021,740,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,2022,635,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,2023,635,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,2012,10,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,2013,125,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,2014,940,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,2015,1390,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,2016,1090,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,2017,1020,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,2018,1015,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,2019,1150,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,2020,1530,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,2021,1985,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,2022,235,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,2023,2320,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,2012,125,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,2013,240,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,2014,285,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,2015,390,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,2016,290,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,2017,115,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,2018,110,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,2019,80,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,2020,65,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,2021,70,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,2022,250,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,2023,285,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,2012,6975,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,2013,7005,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,2014,5175,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,2015,1705,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,2016,153695,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,2017,98065,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,2018,25030,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,2019,19415,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,2020,18950,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,2021,22995,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,2022,57530,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,2023,71290,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,2012,545,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,2013,1130,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,2014,1625,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,2015,1255,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,2016,330,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,2017,260,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,2018,55,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,2019,575,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,2020,70,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,2021,260,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,2022,55,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,2023,20,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,2012,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,2013,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,2014,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,2015,55,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,2016,65,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,2017,45,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,2018,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,2019,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,2020,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,2021,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,2022,2040,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,2023,3820,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,2012,45,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,2013,175,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,2014,590,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,2015,355,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,2016,245,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,2017,1035,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,2018,2575,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,2019,3835,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,2020,7955,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,2021,3535,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,2022,515,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,2023,590,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,2012,285,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,2013,325,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,2014,1200,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,2015,800,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,2016,6500,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,2017,3515,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,2018,2320,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,2019,1540,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,2020,1390,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,2021,2025,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,2022,7385,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,2023,3800,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),2012,31260,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),2013,45365,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),2014,56190,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),2015,54775,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),2016,255230,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),2017,155035,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),2018,60740,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),2019,52325,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),2020,50665,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),2021,61580,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),2022,102165,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),2023,130020,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,2012,775,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,2013,785,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,2014,475,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,2015,460,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,2016,1705,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,2017,650,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,2018,395,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,2019,205,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,2020,135,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,2021,80,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,2022,105,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,2023,70,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,2012,1575,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,2013,1565,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,2014,2835,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,2015,3845,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,2016,10040,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,2017,13560,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,2018,11600,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,2019,10780,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,2020,7180,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,2021,12535,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,2022,6265,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,2023,10135,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,2012,15,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,2013,15,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,2014,10,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,2015,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,2016,15,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,2017,30,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,2018,20,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,2019,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,2020,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,2021,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,2022,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,2023,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Hungary,2012,240,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Hungary,2013,185,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Hungary,2014,250,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Hungary,2015,275,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Hungary,2016,270,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Hungary,2017,1110,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Hungary,2018,280,
