DATAFLOW,LAST UPDATE,freq,unit,citizen,sex,age,decision,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovenia,2014,30,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovenia,2015,35,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovenia,2016,140,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovenia,2017,140,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovenia,2018,100,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovenia,2019,80,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovenia,2020,85,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovenia,2021,15,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovenia,2022,40,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovenia,2023,75,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovakia,2012,10,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovakia,2013,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovakia,2014,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovakia,2015,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovakia,2016,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovakia,2017,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovakia,2018,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovakia,2019,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovakia,2020,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovakia,2021,15,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovakia,2022,15,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,Slovakia,2023,25,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,United Kingdom,2012,6555,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,United Kingdom,2013,7525,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,United Kingdom,2014,9000,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,United Kingdom,2015,12175,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,United Kingdom,2016,8410,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,United Kingdom,2017,7480,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,United Kingdom,2018,7650,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Geneva Convention status,United Kingdom,2019,12585,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Austria,2012,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Austria,2013,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Austria,2014,140,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Austria,2015,355,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Austria,2016,330,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Austria,2017,385,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Austria,2018,780,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Austria,2019,725,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Austria,2020,780,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Austria,2021,460,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Austria,2022,290,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Austria,2023,245,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Belgium,2012,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Belgium,2013,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Belgium,2014,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Belgium,2015,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Belgium,2016,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Belgium,2017,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Belgium,2018,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Belgium,2019,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Belgium,2020,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Belgium,2021,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Belgium,2022,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Belgium,2023,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Bulgaria,2012,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Bulgaria,2013,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Bulgaria,2014,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Bulgaria,2015,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Bulgaria,2016,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Bulgaria,2017,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Bulgaria,2018,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Bulgaria,2019,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Bulgaria,2020,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Bulgaria,2021,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Bulgaria,2022,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Bulgaria,2023,,z
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Switzerland,2012,1315,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Switzerland,2013,2405,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Switzerland,2014,6630,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Switzerland,2015,5080,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Switzerland,2016,5535,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Switzerland,2017,7300,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Switzerland,2018,7920,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Switzerland,2019,4425,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Switzerland,2020,3945,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Switzerland,2021,3035,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Switzerland,2022,4530,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Switzerland,2023,6695,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Cyprus,2012,15,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Cyprus,2013,10,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Cyprus,2014,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Cyprus,2015,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Cyprus,2016,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Cyprus,2017,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Cyprus,2018,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Cyprus,2019,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Cyprus,2020,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Cyprus,2021,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Cyprus,2022,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Cyprus,2023,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Czechia,2012,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Czechia,2013,15,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Czechia,2014,15,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Czechia,2015,15,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Czechia,2016,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Czechia,2017,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Czechia,2018,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Czechia,2019,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Czechia,2020,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Czechia,2021,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Czechia,2022,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Czechia,2023,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Germany,2012,1400,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Germany,2013,2205,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Germany,2014,2075,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Germany,2015,2070,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Germany,2016,24080,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Germany,2017,39655,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Germany,2018,9540,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Germany,2019,5855,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Germany,2020,5700,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Germany,2021,4785,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Germany,2022,30020,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Germany,2023,21460,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Denmark,2012,120,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Denmark,2013,80,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Denmark,2014,90,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Denmark,2015,1135,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Denmark,2016,2525,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Denmark,2017,825,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Denmark,2018,435,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Denmark,2019,355,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Denmark,2020,145,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Denmark,2021,160,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Denmark,2022,60,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Denmark,2023,140,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Estonia,2012,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Estonia,2013,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Estonia,2014,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Estonia,2015,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Estonia,2016,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Estonia,2017,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Estonia,2018,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Estonia,2019,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Estonia,2020,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Estonia,2021,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Estonia,2022,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Estonia,2023,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Greece,2012,20,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Greece,2013,70,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Greece,2014,115,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Greece,2015,10,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Greece,2016,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Greece,2017,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Greece,2018,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Greece,2019,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Greece,2020,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Greece,2021,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Greece,2022,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Greece,2023,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Spain,2012,10,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Spain,2013,5,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Spain,2014,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Spain,2015,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Spain,2016,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Spain,2017,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Spain,2018,0,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Spain,2019,35240,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Spain,2020,45300,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Spain,2021,13030,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Spain,2022,20925,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Spain,2023,41505,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,European Union - 27 countries (from 2020),2012,20475,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,European Union - 27 countries (from 2020),2013,11550,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,European Union - 27 countries (from 2020),2014,14700,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,European Union - 27 countries (from 2020),2015,21640,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,European Union - 27 countries (from 2020),2016,49665,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,European Union - 27 countries (from 2020),2017,62615,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,European Union - 27 countries (from 2020),2018,32170,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,European Union - 27 countries (from 2020),2019,45060,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,European Union - 27 countries (from 2020),2020,55420,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,European Union - 27 countries (from 2020),2021,28025,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,European Union - 27 countries (from 2020),2022,65940,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,European Union - 27 countries (from 2020),2023,76235,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Finland,2012,240,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Finland,2013,295,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Finland,2014,300,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Finland,2015,160,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Finland,2016,1045,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Finland,2017,380,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Finland,2018,240,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Finland,2019,165,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Finland,2020,165,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Finland,2021,130,
ESTAT:TPS00192(1.0),02/10/24 23:00:00,Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Finland,2022,165,
